ID,Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Air_Quality
396,31-01-2024,Hyderabad,180,97,62,68,57,2.97,94,Moderate
397,01-02-2024,Kolkata,146,58,290,10,31,1.11,155,Moderate
398,02-02-2024,Delhi,176,148,43,14,37,4.07,154,Moderate
399,03-02-2024,Mumbai,150,101,181,7,28,2.72,111,Moderate
400,04-02-2024,Chennai,221,163,103,77,32,2.64,109,Poor
401,05-02-2024,Chennai,261,179,216,101,19,3.6,30,Poor
402,06-02-2024,Jaipur,151,187,47,17,57,1.2,29,Moderate
403,07-02-2024,Kolkata,221,213,187,8,36,3.57,125,Poor
404,08-02-2024,Bhopal,230,126,202,75,50,2.06,159,Poor
405,09-02-2024,Patna,176,53,336,42,33,3.27,31,Moderate
406,10-02-2024,Jaipur,221,88,214,96,21,3.38,91,Poor
407,11-02-2024,Mumbai,98,64,66,5,41,2.11,79,Satisfactory
408,12-02-2024,Chennai,142,77,64,28,57,2.13,152,Moderate
409,13-02-2024,Hyderabad,157,218,72,8,13,1.72,33,Moderate
410,14-02-2024,Chennai,173,176,217,6,39,1.98,31,Moderate
411,15-02-2024,Lucknow,235,134,312,71,23,3.15,53,Poor
412,16-02-2024,Bhopal,177,147,174,39,65,0.83,52,Moderate
413,17-02-2024,Patna,231,151,235,43,63,3.57,102,Poor
414,18-02-2024,Kolkata,272,136,389,85,65,2.75,60,Poor
415,19-02-2024,Hyderabad,146,64,89,43,2,4.28,95,Moderate
416,20-02-2024,Hyderabad,257,204,188,61,44,2.05,176,Poor
417,21-02-2024,Kolkata,189,79,173,46,79,4.27,61,Moderate
418,22-02-2024,Kolkata,212,170,110,55,42,1.45,172,Poor
419,23-02-2024,Jaipur,216,134,186,53,37,3.71,110,Poor
420,24-02-2024,Chennai,198,68,308,30,77,4.49,56,Moderate
421,25-02-2024,Mumbai,187,23,392,64,28,2.09,84,Moderate
422,26-02-2024,Patna,285,219,364,68,19,2.92,71,Poor
423,27-02-2024,Kolkata,221,88,386,59,50,0.52,163,Poor
424,28-02-2024,Chennai,283,215,293,69,55,2.54,102,Poor
425,29-02-2024,Lucknow,184,53,75,103,33,3.03,100,Moderate
426,01-03-2024,Bhopal,225,32,308,87,53,4.36,94,Poor
427,02-03-2024,Chennai,101,64,25,17,35,1.15,142,Moderate
428,03-03-2024,Chennai,222,123,248,52,52,2.19,160,Poor
429,04-03-2024,Mumbai,137,87,196,8,63,0.65,116,Moderate
430,05-03-2024,Kanpur,185,69,393,23,46,1.54,126,Moderate
431,06-03-2024,Jaipur,280,276,267,49,62,0.62,125,Poor
432,07-03-2024,Mumbai,91,44,173,10,16,0.3,97,Satisfactory
433,08-03-2024,Jaipur,195,94,399,36,68,0.95,50,Moderate
434,09-03-2024,Lucknow,326,296,238,64,31,3.63,171,Very Poor
435,10-03-2024,Kanpur,262,105,347,89,57,1.9,167,Poor
436,11-03-2024,Kanpur,262,240,323,59,51,0.22,64,Poor
437,12-03-2024,Lucknow,297,152,380,108,10,2.68,147,Poor
438,13-03-2024,Chennai,211,197,186,30,60,0.69,135,Poor
439,14-03-2024,Jaipur,243,170,325,54,80,1.89,39,Poor
440,15-03-2024,Hyderabad,274,190,254,84,24,3.7,86,Poor
441,16-03-2024,Mumbai,154,53,364,22,42,0.71,88,Moderate
442,17-03-2024,Hyderabad,221,103,211,93,20,2.4,117,Poor
443,18-03-2024,Chennai,207,80,314,54,56,1,172,Poor
444,19-03-2024,Jaipur,175,98,304,26,64,1.44,57,Moderate
445,20-03-2024,Lucknow,280,240,337,11,47,4.29,134,Poor
446,21-03-2024,Kolkata,231,109,216,76,66,3.01,114,Poor
447,22-03-2024,Hyderabad,323,222,383,112,58,2.3,31,Very Poor
448,23-03-2024,Patna,117,25,132,42,6,1.38,147,Moderate
449,24-03-2024,Hyderabad,213,96,254,77,65,2.56,38,Poor
450,25-03-2024,Chennai,227,68,157,104,71,3.74,103,Poor
451,26-03-2024,Mumbai,198,31,388,61,71,1.14,118,Moderate
452,27-03-2024,Mumbai,238,136,172,116,6,2.13,99,Poor
453,28-03-2024,Jaipur,268,234,80,104,32,1.1,160,Poor
454,29-03-2024,Delhi,255,229,104,83,19,3.57,62,Poor
455,30-03-2024,Patna,251,189,292,40,78,2.52,92,Poor
456,31-03-2024,Lucknow,244,158,313,39,67,4.44,34,Poor
457,01-04-2024,Kanpur,198,220,50,40,18,3.22,43,Moderate
458,02-04-2024,Kolkata,222,84,384,46,33,3.47,110,Poor
459,03-04-2024,Kolkata,233,82,315,85,36,2.9,106,Poor
460,04-04-2024,Jaipur,217,48,344,106,13,1.93,81,Poor
461,05-04-2024,Kolkata,243,242,269,46,76,0.21,33,Poor
462,06-04-2024,Kanpur,255,193,52,106,70,1.91,119,Poor
463,07-04-2024,Lucknow,259,263,157,46,38,1.65,157,Poor
464,08-04-2024,Delhi,345,299,268,105,45,4.04,22,Very Poor
465,09-04-2024,Kolkata,212,60,340,105,60,0.27,50,Poor
466,10-04-2024,Patna,234,243,20,59,27,4.48,43,Poor
467,11-04-2024,Lucknow,138,91,160,16,48,1.28,105,Moderate
468,12-04-2024,Bhopal,189,36,222,85,41,3.32,69,Moderate
469,13-04-2024,Lucknow,135,56,380,17,2,1.12,29,Moderate
470,14-04-2024,Mumbai,232,125,285,92,58,0.24,97,Poor
471,15-04-2024,Mumbai,250,226,375,21,63,0.5,108,Poor
472,16-04-2024,Bhopal,145,62,72,45,49,3.99,45,Moderate
473,17-04-2024,Delhi,223,78,348,91,20,0.49,154,Poor
474,18-04-2024,Bhopal,182,94,245,49,29,2.9,48,Moderate
475,19-04-2024,Hyderabad,177,236,131,16,14,0.8,41,Moderate
476,20-04-2024,Patna,253,206,199,59,42,3.6,73,Poor
477,21-04-2024,Patna,200,53,147,75,78,2.78,165,Moderate
478,22-04-2024,Chennai,232,23,357,117,40,1.08,165,Poor
479,23-04-2024,Kolkata,182,106,220,42,8,3.57,71,Moderate
480,24-04-2024,Chennai,201,207,77,35,65,2.94,28,Poor
481,25-04-2024,Bhopal,139,16,204,45,18,1.86,155,Moderate
482,26-04-2024,Delhi,279,197,299,92,24,3.48,28,Poor
483,27-04-2024,Bhopal,75,44,27,38,29,0.37,25,Satisfactory
484,28-04-2024,Bhopal,314,269,166,85,66,3.5,118,Very Poor
485,29-04-2024,Mumbai,219,52,347,73,70,2.85,81,Poor
486,30-04-2024,Chennai,214,168,60,70,28,4.39,49,Poor
487,01-05-2024,Kanpur,239,177,220,80,10,1.53,121,Poor
488,02-05-2024,Hyderabad,118,39,145,16,57,0.7,166,Moderate
489,03-05-2024,Delhi,149,38,178,90,24,0.71,45,Moderate
490,04-05-2024,Lucknow,200,93,274,49,68,2.42,76,Moderate
491,05-05-2024,Delhi,249,200,84,100,36,3.35,40,Poor
492,06-05-2024,Mumbai,226,181,239,39,69,0.47,157,Poor
493,07-05-2024,Lucknow,288,264,253,70,48,0.44,155,Poor
494,08-05-2024,Kanpur,201,198,100,37,15,4.05,39,Poor
495,09-05-2024,Jaipur,186,270,21,10,3,1.25,130,Moderate
496,10-05-2024,Bhopal,206,206,96,27,6,2.58,177,Poor
497,11-05-2024,Patna,203,124,184,36,55,4.14,91,Poor
498,12-05-2024,Lucknow,161,49,312,52,17,2.36,23,Moderate
499,13-05-2024,Patna,173,124,284,10,53,0.5,129,Moderate
500,14-05-2024,Kanpur,198,169,187,16,72,2.16,104,Moderate
501,15-05-2024,Kolkata,285,159,308,105,40,3.38,72,Poor
502,16-05-2024,Kanpur,289,198,322,68,27,3.35,149,Poor
503,17-05-2024,Delhi,126,87,23,57,5,1.2,98,Moderate
504,18-05-2024,Mumbai,247,181,20,102,50,3.85,88,Poor
505,19-05-2024,Lucknow,188,115,291,35,55,2.32,25,Moderate
506,20-05-2024,Bhopal,176,153,67,10,31,4.06,143,Moderate
507,21-05-2024,Lucknow,289,200,254,100,12,2.7,139,Poor
508,22-05-2024,Lucknow,243,211,58,80,74,0.47,179,Poor
509,23-05-2024,Jaipur,206,131,169,38,42,4.18,110,Poor
510,24-05-2024,Lucknow,194,172,251,39,31,0.52,61,Moderate
511,25-05-2024,Bhopal,112,65,99,18,23,2.13,90,Moderate
512,26-05-2024,Patna,189,71,294,50,28,2.14,128,Moderate
513,27-05-2024,Delhi,151,71,66,25,40,3.75,164,Moderate
514,28-05-2024,Bhopal,172,120,187,23,13,3.26,101,Moderate
515,29-05-2024,Delhi,253,272,45,91,40,1.32,54,Poor
516,30-05-2024,Mumbai,279,217,251,76,72,1.27,128,Poor
517,31-05-2024,Lucknow,115,81,82,6,9,3.77,66,Moderate
518,01-06-2024,Mumbai,187,111,225,52,12,2.7,76,Moderate
519,02-06-2024,Jaipur,105,21,53,30,58,3.68,33,Moderate
520,03-06-2024,Bhopal,138,72,41,64,8,0.92,156,Moderate
521,04-06-2024,Jaipur,224,212,274,8,50,3.14,54,Poor
522,05-06-2024,Delhi,156,119,115,40,37,2.12,48,Moderate
523,06-06-2024,Kolkata,240,135,351,42,65,1.97,150,Poor
524,07-06-2024,Chennai,100,41,64,40,51,0.79,61,Satisfactory
525,08-06-2024,Jaipur,301,137,342,107,71,3.62,107,Very Poor
526,09-06-2024,Chennai,337,255,298,105,64,1.68,154,Very Poor
527,10-06-2024,Kanpur,204,174,218,39,25,0.31,162,Poor
528,11-06-2024,Kanpur,129,25,163,12,62,2.48,159,Moderate
529,12-06-2024,Kanpur,116,91,71,36,32,1.35,24,Moderate
530,13-06-2024,Jaipur,282,208,201,112,24,0.96,161,Poor
531,14-06-2024,Lucknow,254,193,322,8,47,4.27,154,Poor
532,15-06-2024,Kolkata,317,298,116,112,65,2.53,54,Very Poor
533,16-06-2024,Chennai,77,29,66,12,31,2.79,15,Satisfactory
534,17-06-2024,Jaipur,211,254,20,47,80,1.07,43,Poor
535,18-06-2024,Mumbai,115,100,185,12,4,0.84,46,Moderate
536,19-06-2024,Bhopal,274,279,206,14,49,3.23,179,Poor
537,20-06-2024,Bhopal,134,61,192,43,43,0.79,50,Moderate
538,21-06-2024,Hyderabad,306,259,352,45,24,3.24,153,Very Poor
539,22-06-2024,Patna,276,192,134,90,77,3.7,106,Poor
540,23-06-2024,Bhopal,193,160,85,27,2,4.28,156,Moderate
541,24-06-2024,Kanpur,252,300,36,28,79,1.57,166,Poor
542,25-06-2024,Kanpur,246,299,73,68,20,1.62,29,Poor
543,26-06-2024,Jaipur,226,187,183,26,13,3.73,173,Poor
544,27-06-2024,Jaipur,180,238,25,38,28,1.27,27,Moderate
545,28-06-2024,Bhopal,192,141,75,97,2,0.41,122,Moderate
546,29-06-2024,Mumbai,201,95,231,68,50,1.71,106,Poor
547,30-06-2024,Delhi,284,255,315,88,30,0.9,28,Poor
548,01-07-2024,Jaipur,181,160,30,45,35,4.29,28,Moderate
549,02-07-2024,Jaipur,146,97,212,25,11,2.55,33,Moderate
550,03-07-2024,Hyderabad,280,257,380,8,57,4.25,52,Poor
551,04-07-2024,Bhopal,176,232,100,11,14,1.62,58,Moderate
552,05-07-2024,Patna,353,293,389,98,71,1.34,82,Very Poor
553,06-07-2024,Lucknow,157,131,69,11,52,2.66,135,Moderate
554,07-07-2024,Hyderabad,121,37,204,5,56,0.58,179,Moderate
555,08-07-2024,Patna,212,255,122,17,5,1.09,173,Poor
556,09-07-2024,Kolkata,210,51,262,113,16,1.53,111,Poor
557,10-07-2024,Lucknow,287,260,358,38,13,2.96,109,Poor
558,11-07-2024,Kolkata,228,199,215,52,25,2.12,77,Poor
559,12-07-2024,Mumbai,227,248,154,33,36,2.63,48,Poor
560,13-07-2024,Kanpur,211,53,362,49,71,1.98,160,Poor
561,14-07-2024,Chennai,322,293,51,112,51,3.72,117,Very Poor
562,15-07-2024,Bhopal,320,253,313,117,32,2.25,30,Very Poor
563,16-07-2024,Lucknow,221,27,277,78,68,3.64,168,Poor
564,17-07-2024,Lucknow,169,71,249,27,23,4.38,59,Moderate
565,18-07-2024,Lucknow,136,31,236,15,57,1.07,170,Moderate
566,19-07-2024,Bhopal,225,142,183,98,10,0.57,152,Poor
567,20-07-2024,Hyderabad,312,292,186,114,37,2.43,13,Very Poor
568,21-07-2024,Hyderabad,256,277,234,19,55,0.84,155,Poor
569,22-07-2024,Jaipur,176,61,74,77,14,3.58,147,Moderate
570,23-07-2024,Delhi,256,220,155,54,64,2.66,131,Poor
571,24-07-2024,Delhi,183,98,161,56,20,2.86,112,Moderate
572,25-07-2024,Patna,258,212,189,93,32,0.41,131,Poor
573,26-07-2024,Mumbai,198,200,30,48,40,1.54,135,Moderate
574,27-07-2024,Patna,186,126,88,43,58,3.53,92,Moderate
575,28-07-2024,Bhopal,273,223,329,87,13,1.01,64,Poor
576,29-07-2024,Lucknow,358,258,284,116,49,3.73,141,Very Poor
577,30-07-2024,Hyderabad,201,43,179,95,66,1.93,144,Poor
578,31-07-2024,Delhi,117,24,108,29,27,3.8,73,Moderate
579,01-08-2024,Chennai,218,243,45,51,27,1.38,128,Poor
580,02-08-2024,Hyderabad,232,213,345,20,5,1.24,135,Poor
581,03-08-2024,Jaipur,299,238,110,116,62,2.72,99,Poor
582,04-08-2024,Delhi,196,93,152,100,13,1.43,108,Moderate
583,05-08-2024,Kanpur,274,93,312,104,29,3.89,175,Poor
584,06-08-2024,Kolkata,202,115,157,88,54,2.41,12,Poor
585,07-08-2024,Patna,203,77,351,27,78,3.64,67,Poor
586,08-08-2024,Jaipur,288,166,384,95,37,2.02,106,Poor
587,09-08-2024,Hyderabad,239,245,149,32,61,1.5,143,Poor
588,10-08-2024,Jaipur,245,213,319,18,2,2.4,179,Poor
589,11-08-2024,Kolkata,328,297,351,81,79,1.42,37,Very Poor
590,12-08-2024,Patna,158,42,192,40,43,3.9,76,Moderate
591,13-08-2024,Bhopal,211,106,96,71,32,4.07,163,Poor
592,14-08-2024,Patna,226,173,368,22,5,3.02,85,Poor
593,15-08-2024,Kanpur,260,224,227,54,6,2.71,156,Poor
594,16-08-2024,Kolkata,322,185,391,96,30,3.15,173,Very Poor
595,17-08-2024,Lucknow,262,193,279,43,23,3.81,152,Poor
596,18-08-2024,Lucknow,215,160,69,65,18,3.39,153,Poor
597,19-08-2024,Bhopal,218,181,355,16,30,1.73,88,Poor
598,20-08-2024,Kolkata,207,179,210,38,76,1.46,40,Poor
599,21-08-2024,Kolkata,221,37,344,79,76,4.26,28,Poor
600,22-08-2024,Delhi,188,109,276,20,50,2.48,115,Moderate
601,23-08-2024,Kolkata,149,87,90,30,45,1.96,155,Moderate
602,24-08-2024,Jaipur,239,83,181,115,25,3.55,134,Poor
603,25-08-2024,Kanpur,175,100,180,86,9,0.22,80,Moderate
604,26-08-2024,Lucknow,228,96,315,102,22,2.31,32,Poor
605,27-08-2024,Bhopal,294,232,344,59,53,2.04,132,Poor
606,28-08-2024,Jaipur,116,12,39,73,27,3.34,13,Moderate
607,29-08-2024,Kanpur,213,281,117,7,2,2.89,73,Poor
608,30-08-2024,Patna,200,186,179,21,15,1.85,160,Moderate
609,31-08-2024,Kolkata,179,95,53,110,7,1.48,84,Moderate
610,01-09-2024,Jaipur,303,276,325,72,45,2.06,44,Very Poor
611,02-09-2024,Delhi,290,260,203,101,26,0.91,113,Poor
612,03-09-2024,Hyderabad,187,126,134,98,18,1.11,15,Moderate
613,04-09-2024,Bhopal,222,268,106,20,48,3.26,19,Poor
614,05-09-2024,Mumbai,230,140,293,84,8,2.75,22,Poor
615,06-09-2024,Mumbai,139,20,44,93,16,1.99,107,Moderate
616,07-09-2024,Delhi,278,290,149,65,21,1.08,171,Poor
617,08-09-2024,Hyderabad,250,164,235,89,14,3.05,79,Poor
618,09-09-2024,Mumbai,237,80,234,111,15,2.4,168,Poor
619,10-09-2024,Kanpur,237,154,78,105,15,2.34,165,Poor
620,11-09-2024,Lucknow,216,144,287,30,47,3.22,85,Poor
621,12-09-2024,Jaipur,196,30,300,68,28,3.16,133,Moderate
622,13-09-2024,Kolkata,150,130,21,6,13,4.1,156,Moderate
623,14-09-2024,Patna,171,86,66,104,67,0.52,35,Moderate
624,15-09-2024,Lucknow,187,128,253,42,35,2.2,35,Moderate
625,16-09-2024,Mumbai,130,30,168,51,42,2.03,39,Moderate
626,17-09-2024,Jaipur,159,33,24,114,19,3.05,53,Moderate
627,18-09-2024,Jaipur,269,193,244,84,36,3.98,33,Poor
628,19-09-2024,Patna,190,185,113,19,53,1.92,126,Moderate
629,20-09-2024,Lucknow,358,207,373,113,63,3.64,176,Very Poor
630,21-09-2024,Mumbai,183,67,87,94,9,4.42,50,Moderate
631,22-09-2024,Hyderabad,293,223,322,66,74,3.12,56,Poor
632,23-09-2024,Kolkata,258,204,203,83,5,3.91,43,Poor
633,24-09-2024,Patna,281,259,77,118,54,2.09,26,Poor
634,25-09-2024,Hyderabad,253,170,26,95,69,3.5,157,Poor
635,26-09-2024,Mumbai,298,124,362,116,45,2.43,168,Poor
636,27-09-2024,Bhopal,333,231,358,98,33,2.27,179,Very Poor
637,28-09-2024,Lucknow,262,86,305,119,80,0.43,174,Poor
638,29-09-2024,Kolkata,341,268,260,114,65,3.94,29,Very Poor
639,30-09-2024,Chennai,181,174,143,47,37,0.42,67,Moderate
640,01-10-2024,Hyderabad,273,203,226,109,32,0.54,123,Poor
641,02-10-2024,Kolkata,272,239,65,114,65,2.12,40,Poor
642,03-10-2024,Delhi,118,19,72,56,54,0.35,150,Moderate
643,04-10-2024,Kanpur,243,56,329,84,40,4.03,153,Poor
644,05-10-2024,Jaipur,265,243,194,51,8,3.71,126,Poor
645,06-10-2024,Kolkata,352,296,337,81,62,3.28,103,Very Poor
646,07-10-2024,Patna,160,68,69,102,30,0.21,100,Moderate
647,08-10-2024,Kolkata,262,290,287,52,15,0.4,52,Poor
648,09-10-2024,Kanpur,253,81,387,100,54,0.66,166,Poor
649,10-10-2024,Jaipur,198,106,81,114,52,1.13,58,Moderate
650,11-10-2024,Kolkata,142,65,232,10,77,0.73,125,Moderate
651,12-10-2024,Chennai,235,268,88,68,2,2.48,22,Poor
652,13-10-2024,Hyderabad,298,231,319,66,67,3.56,55,Poor
653,14-10-2024,Hyderabad,262,98,394,109,18,0.65,178,Poor
654,15-10-2024,Kanpur,304,174,278,117,51,2,165,Very Poor
655,16-10-2024,Lucknow,200,150,223,48,39,2.15,44,Moderate
656,17-10-2024,Jaipur,316,221,328,94,67,1.49,150,Very Poor
657,18-10-2024,Jaipur,276,293,343,32,27,1.1,84,Poor
658,19-10-2024,Jaipur,251,77,383,88,24,2.37,173,Poor
659,20-10-2024,Bhopal,217,69,200,76,63,2.71,180,Poor
660,21-10-2024,Mumbai,350,283,166,117,56,3.68,143,Very Poor
661,22-10-2024,Patna,117,22,215,23,8,3.08,61,Moderate
662,23-10-2024,Patna,176,92,166,92,34,0.83,25,Moderate
663,24-10-2024,Hyderabad,181,114,297,9,47,3.7,36,Moderate
664,25-10-2024,Patna,323,297,134,100,73,1.87,140,Very Poor
665,26-10-2024,Chennai,180,34,215,54,55,4.31,90,Moderate
666,27-10-2024,Kanpur,149,37,26,100,34,1.07,123,Moderate
667,28-10-2024,Patna,268,198,321,74,79,1.04,59,Poor
668,29-10-2024,Chennai,239,239,110,92,11,1,54,Poor
669,30-10-2024,Lucknow,132,71,213,10,56,1.4,77,Moderate
670,31-10-2024,Lucknow,238,92,319,113,34,0.22,129,Poor
671,01-11-2024,Hyderabad,133,30,98,46,78,0.42,170,Moderate
672,02-11-2024,Jaipur,274,164,271,106,75,2.57,28,Poor
673,03-11-2024,Lucknow,241,279,132,28,68,0.49,139,Poor
674,04-11-2024,Kanpur,264,222,298,73,53,0.6,66,Poor
675,05-11-2024,Chennai,224,179,189,51,39,1.14,168,Poor
676,06-11-2024,Kolkata,303,253,307,110,3,0.69,98,Very Poor
677,07-11-2024,Bhopal,274,133,348,83,33,4.32,92,Poor
678,08-11-2024,Chennai,164,68,217,37,71,3.31,16,Moderate
679,09-11-2024,Patna,288,201,283,107,67,2.12,21,Poor
680,10-11-2024,Chennai,203,108,184,70,12,4.28,52,Poor
681,11-11-2024,Kanpur,262,283,23,85,10,1.11,171,Poor
682,12-11-2024,Mumbai,235,227,73,31,70,3.76,121,Poor
683,13-11-2024,Delhi,123,88,32,63,44,0.36,28,Moderate
684,14-11-2024,Patna,184,101,148,76,11,2.67,68,Moderate
685,15-11-2024,Bhopal,241,218,218,62,53,2.06,14,Poor
686,16-11-2024,Delhi,166,70,293,5,10,3.45,159,Moderate
687,17-11-2024,Hyderabad,155,47,203,69,15,1.45,87,Moderate
688,18-11-2024,Delhi,213,54,164,102,58,1.84,179,Poor
689,19-11-2024,Chennai,243,252,100,73,30,0.79,110,Poor
690,20-11-2024,Jaipur,245,161,344,23,40,3.11,175,Poor
691,21-11-2024,Delhi,194,15,303,116,73,0.81,20,Moderate
692,22-11-2024,Kanpur,262,211,295,75,12,1.51,98,Poor
693,23-11-2024,Kanpur,310,221,350,113,67,0.81,57,Very Poor
694,24-11-2024,Delhi,177,139,119,19,25,3.09,155,Moderate
695,25-11-2024,Patna,298,291,256,87,72,0.51,27,Poor
696,26-11-2024,Jaipur,196,60,121,97,76,2.29,94,Moderate
697,27-11-2024,Mumbai,230,75,363,88,32,0.63,168,Poor
698,28-11-2024,Patna,213,109,182,67,59,1.61,178,Poor
699,29-11-2024,Lucknow,242,88,309,77,48,3.67,119,Poor
700,30-11-2024,Bhopal,147,12,180,36,30,3.26,174,Moderate
701,01-12-2024,Kolkata,212,151,204,22,44,3.97,128,Poor
702,02-12-2024,Hyderabad,248,193,176,67,72,0.67,175,Poor
703,03-12-2024,Patna,207,51,163,114,19,4.03,60,Poor
704,04-12-2024,Delhi,188,49,392,14,4,3.85,171,Moderate
705,05-12-2024,Chennai,255,217,322,32,6,2.57,149,Poor
706,06-12-2024,Hyderabad,316,251,354,104,21,1.77,67,Very Poor
707,07-12-2024,Jaipur,213,158,88,64,66,2.39,111,Poor
708,08-12-2024,Lucknow,291,267,25,89,32,3.85,167,Poor
709,09-12-2024,Lucknow,251,273,91,62,22,0.97,154,Poor
710,10-12-2024,Mumbai,234,257,203,10,30,3.47,69,Poor
711,11-12-2024,Jaipur,202,145,209,34,7,3.07,142,Poor
712,12-12-2024,Jaipur,247,208,260,63,7,0.37,176,Poor
713,13-12-2024,Hyderabad,228,62,380,71,37,3.79,77,Poor
714,14-12-2024,Hyderabad,293,288,311,27,50,3.01,103,Poor
715,15-12-2024,Chennai,183,49,284,37,50,4.38,67,Moderate
716,16-12-2024,Hyderabad,299,217,200,109,46,2.29,133,Poor
717,17-12-2024,Mumbai,195,13,276,117,19,2.09,68,Moderate
718,18-12-2024,Jaipur,265,273,349,40,29,0.85,50,Poor
719,19-12-2024,Kolkata,195,70,358,34,55,3.69,39,Moderate
720,20-12-2024,Delhi,260,255,265,31,77,0.89,115,Poor
721,21-12-2024,Chennai,151,134,42,21,75,2.75,44,Moderate
722,22-12-2024,Chennai,119,30,313,23,9,0.92,56,Moderate
723,23-12-2024,Patna,312,217,326,77,4,3.98,179,Very Poor
724,24-12-2024,Lucknow,197,53,130,62,79,4.47,133,Moderate
725,25-12-2024,Hyderabad,225,122,230,81,20,3.62,56,Poor
726,26-12-2024,Hyderabad,274,271,155,26,45,4.17,162,Poor
727,27-12-2024,Kanpur,118,45,137,53,51,0.77,14,Moderate
728,28-12-2024,Mumbai,354,277,278,92,55,3.75,165,Very Poor
729,29-12-2024,Chennai,279,100,263,120,80,2.78,146,Poor
730,30-12-2024,Delhi,177,70,67,66,18,4.08,148,Moderate
731,01-01-2024,Bhopal,302,230,287,58,49,3.96,145,Very Poor
732,02-01-2024,Mumbai,265,127,266,106,50,1.71,157,Poor
733,03-01-2024,Patna,220,227,88,37,63,3.49,31,Poor
734,04-01-2024,Hyderabad,231,288,229,37,26,0.22,11,Poor
735,05-01-2024,Jaipur,242,277,80,71,2,1.81,62,Poor
736,06-01-2024,Patna,223,219,205,18,21,2.03,159,Poor
737,07-01-2024,Bhopal,233,143,294,59,74,1.77,80,Poor
738,08-01-2024,Chennai,228,114,231,75,73,2.27,104,Poor
739,09-01-2024,Lucknow,291,294,267,37,41,2.68,111,Poor
740,10-01-2024,Bhopal,152,70,137,62,22,0.63,140,Moderate
741,11-01-2024,Delhi,263,183,301,83,8,0.89,172,Poor
742,12-01-2024,Patna,148,56,94,65,78,2.07,26,Moderate
743,13-01-2024,Bhopal,164,123,209,15,79,0.36,108,Moderate
744,14-01-2024,Kolkata,286,276,166,96,78,0.45,54,Poor
745,15-01-2024,Hyderabad,184,234,25,30,68,1.43,18,Moderate
746,16-01-2024,Jaipur,309,271,284,94,31,2.85,19,Very Poor
747,17-01-2024,Bhopal,169,132,355,5,22,0.57,80,Moderate
748,18-01-2024,Delhi,282,190,362,55,53,2.72,142,Poor
749,19-01-2024,Hyderabad,170,45,66,75,38,3.32,153,Moderate
750,20-01-2024,Kolkata,255,188,197,109,37,1.17,59,Poor
751,21-01-2024,Mumbai,222,216,314,5,35,0.95,139,Poor
752,22-01-2024,Chennai,250,296,57,69,39,1.66,39,Poor
753,23-01-2024,Bhopal,276,141,295,109,75,1.28,123,Poor
754,24-01-2024,Kolkata,354,298,267,103,33,3.46,127,Very Poor
755,25-01-2024,Kanpur,130,24,266,19,35,0.49,172,Moderate
756,26-01-2024,Patna,186,127,181,57,47,2.42,12,Moderate
757,27-01-2024,Mumbai,181,137,167,16,53,3.1,97,Moderate
758,28-01-2024,Patna,281,293,111,65,42,1.72,156,Poor
759,29-01-2024,Kanpur,215,103,369,29,65,3.37,70,Poor
760,30-01-2024,Jaipur,204,145,125,34,27,3.79,168,Poor
761,31-01-2024,Kolkata,145,89,74,20,12,3.11,179,Moderate
762,01-02-2024,Kolkata,128,13,297,10,63,1.8,90,Moderate
763,02-02-2024,Hyderabad,198,150,271,28,67,1.41,66,Moderate
764,03-02-2024,Delhi,173,75,47,72,56,2.26,148,Moderate
765,04-02-2024,Chennai,253,267,197,55,24,2.17,40,Poor
766,05-02-2024,Bhopal,249,245,181,93,3,0.25,63,Poor
767,06-02-2024,Chennai,183,61,186,51,80,3.91,57,Moderate
768,07-02-2024,Jaipur,212,144,141,39,62,4.32,97,Poor
769,08-02-2024,Jaipur,203,104,275,59,28,2,105,Poor
770,09-02-2024,Kanpur,255,215,163,62,25,2.66,157,Poor
771,10-02-2024,Kanpur,196,61,389,39,32,2.59,107,Moderate
772,11-02-2024,Bhopal,207,84,398,24,62,3.66,55,Poor
773,12-02-2024,Kolkata,308,265,88,119,68,2.5,90,Very Poor
774,13-02-2024,Lucknow,205,163,148,76,74,0.41,35,Poor
775,14-02-2024,Mumbai,200,40,130,109,34,2.25,171,Moderate
776,15-02-2024,Patna,250,240,191,38,48,1.75,152,Poor
777,16-02-2024,Kanpur,199,186,30,57,17,1.71,165,Moderate
778,17-02-2024,Kolkata,304,285,109,104,38,1.73,140,Very Poor
779,18-02-2024,Lucknow,245,238,60,53,80,1.43,171,Poor
780,19-02-2024,Hyderabad,270,95,347,108,45,2.01,166,Poor
781,20-02-2024,Jaipur,173,217,56,15,22,1.68,90,Moderate
782,21-02-2024,Kolkata,256,159,383,39,79,2.97,79,Poor
783,22-02-2024,Delhi,267,195,320,71,59,1.98,57,Poor
784,23-02-2024,Kanpur,202,74,392,35,34,4.24,30,Poor
785,24-02-2024,Chennai,141,95,223,18,14,0.47,131,Moderate
786,25-02-2024,Mumbai,153,37,33,103,52,2.45,31,Moderate
787,26-02-2024,Patna,213,144,336,24,12,3.02,109,Poor
788,27-02-2024,Lucknow,212,127,146,99,38,2.11,42,Poor
789,28-02-2024,Kolkata,218,279,107,8,6,3.05,93,Poor
790,29-02-2024,Lucknow,287,249,296,39,72,2.11,148,Poor
